Source,Target,Polarity
PHGDH,apoptosis__8,negative
STK11__Perceptron,apoptosis__9,positive
aldehydedehydrogenase(NAD+),apoptosis__9,negative
citrate__Perceptron,apoptosis__9,positive
glycine,apoptosis__9,negative
phospholipid__Perceptron,apoptosis__9,positive
MDM2__Perceptron,apoptosis__9,negative
apoptosis__11,apoptosis__Perceptron,NaN
apoptosis__12,apoptosis__Perceptron,NaN
apoptosis__13,apoptosis__Perceptron,NaN
apoptosis__17,apoptosis__Perceptron,NaN
apoptosis__16,apoptosis__Perceptron,NaN
apoptosis__10,apoptosis__Perceptron,NaN
apoptosis__15,apoptosis__Perceptron,NaN
apoptosis__9,apoptosis__Perceptron,NaN
apoptosis__14,apoptosis__Perceptron,NaN
apoptosis__7,apoptosis__Perceptron,NaN
apoptosis__6,apoptosis__Perceptron,NaN
apoptosis__5,apoptosis__Perceptron,NaN
apoptosis__4,apoptosis__Perceptron,NaN
apoptosis__3,apoptosis__Perceptron,NaN
apoptosis__2,apoptosis__Perceptron,NaN
apoptosis__1,apoptosis__Perceptron,NaN
apoptosis__8,apoptosis__Perceptron,NaN
ROS__Perceptron,ascorbicacid,negative
glutamate__Perceptron,ascorbicacid,positive
glutamine__Perceptron,aspartate,positive
hypoxia,aspartate,positive
malate,aspartate,positive
oxaloacetate,aspartate,positive
pyruvate__Perceptron,aspartate,positive
IFNARligand,carcinogenesis__1,negative
FANCD2,carcinogenesis__1,negative
RasGTPase__Perceptron,carcinogenesis__1,positive
CDK1__Perceptron,carcinogenesis__1,positive
MYC__Perceptron,carcinogenesis__1,positive
2-hydroxyglutarate,carcinogenesis__1,positive
CDKN2A,carcinogenesis__2,negative
IL1B__Perceptron,carcinogenesis__2,positive
NFE2L2__Perceptron,carcinogenesis__2,positive
FASN,carcinogenesis__2,positive
acetaldehyde,carcinogenesis__2,positive
receptorprotein-tyrosinekinase__Perceptron,carcinogenesis__2,positive
oxygen__Perceptron,carcinogenesis__3,positive
IL6__Perceptron,carcinogenesis__3,positive
ROS__Perceptron,carcinogenesis__3,positive
fumarate,carcinogenesis__3,positive
CHEK2,carcinogenesis__3,negative
ACLY,carcinogenesis__3,positive
cysteine,carcinogenesis__4,positive
phenformin,carcinogenesis__4,negative
GLS,carcinogenesis__4,positive
LDHA,carcinogenesis__4,positive
STK11__Perceptron,carcinogenesis__4,negative
AKT1__Perceptron,carcinogenesis__4,positive
D-2-hydroxyglutarate,carcinogenesis__5,positive
lysine,carcinogenesis__5,positive
succinate__Perceptron,carcinogenesis__5,positive
PHGDH,carcinogenesis__5,positive
glucose__Perceptron,carcinogenesis__5,positive
AMPK__Perceptron,carcinogenesis__5,negative
PI3K__Perceptron,carcinogenesis__6,positive
H+__Perceptron,carcinogenesis__6,positive
MDM2__Perceptron,carcinogenesis__6,positive
succinatedehydrogenase(ubiquinone)__Perceptron,carcinogenesis__6,negative
dehydroepiandrosterone,carcinogenesis__6,negative
ATP__Perceptron,carcinogenesis__6,positive
PKM,carcinogenesis__7,positive
TNF__Perceptron,carcinogenesis__7,positive
metformin,carcinogenesis__7,negative
histonedeacetylase__Perceptron,carcinogenesis__7,positive
AURKA,carcinogenesis__7,positive
docosahexaenoicacid,carcinogenesis__7,negative
MRNcomplex,carcinogenesis__8,negative
IDH1,carcinogenesis__8,negative
PRKCD__Perceptron,carcinogenesis__8,positive
TORC1__Perceptron,carcinogenesis__8,positive
EGFR__Perceptron,carcinogenesis__8,positive
AURKB,carcinogenesis__8,positive
TP53__Perceptron,carcinogenesis__9,negative
MTOR__Perceptron,carcinogenesis__9,positive
ERBB2__Perceptron,carcinogenesis__9,positive
BCL2__Perceptron,carcinogenesis__9,positive
proteintyrosinekinase__Perceptron,carcinogenesis__9,positive
IDH2,carcinogenesis__9,negative
carcinogenesis__9,carcinogenesis__Perceptron,NaN
carcinogenesis__8,carcinogenesis__Perceptron,NaN
carcinogenesis__6,carcinogenesis__Perceptron,NaN
carcinogenesis__5,carcinogenesis__Perceptron,NaN
carcinogenesis__7,carcinogenesis__Perceptron,NaN
carcinogenesis__3,carcinogenesis__Perceptron,NaN
carcinogenesis__2,carcinogenesis__Perceptron,NaN
carcinogenesis__1,carcinogenesis__Perceptron,NaN
carcinogenesis__4,carcinogenesis__Perceptron,NaN
ornithine,cellproliferation__1,positive
1-O-Stearoyl-2-acetyl-sn-glyceryl-3-phosphorylcholine__Perceptron,cellproliferation__1,positive
FANCD2,cellproliferation__1,positive
CCNB1,cellproliferation__1,positive
receptorprotein-tyrosinekinase__Perceptron,cellproliferation__1,positive
IL6__Perceptron,cellproliferation__1,positive
H+-transportingtwo-sectorATPase__Perceptron,cellproliferation__10,positive
MRNcomplex,cellproliferation__10,positive
AMPK__Perceptron,cellproliferation__10,negative
cytochromecoxidase__Perceptron,cellproliferation__10,positive
PI3K__Perceptron,cellproliferation__10,positive
TNF__Perceptron,cellproliferation__10,positive
ATP__Perceptron,cellproliferation__11,positive
MTHFD2,cellproliferation__11,positive
PIK3CA,cellproliferation__11,positive
histonedeacetylase__Perceptron,cellproliferation__11,positive
D-2-hydroxyglutarate,cellproliferation__11,positive
TORC1__Perceptron,cellproliferation__11,positive
HMGCR,cellproliferation__12,positive
docosahexaenoicacid,cellproliferation__12,negative
MTOR__Perceptron,cellproliferation__12,positive
PKM,cellproliferation__12,positive
TP53__Perceptron,cellproliferation__12,negative
AURKA,cellproliferation__12,positive
PPARG__Perceptron,cellproliferation__13,negative
TP53BP1,cellproliferation__13,negative
MYC__Perceptron,cellproliferation__13,positive
E2F,cellproliferation__13,positive
AURKB,cellproliferation__13,positive
IDH1,cellproliferation__13,negative
proteintyrosinekinase__Perceptron,cellproliferation__14,positive
NAD+__Perceptron,cellproliferation__14,negative
IFNARligand,cellproliferation__14,negative
BRAF__Perceptron,cellproliferation__14,positive
E2F1__Perceptron,cellproliferation__14,positive
IFNG__Perceptron,cellproliferation__15,unknown
pyruvate__Perceptron,cellproliferation__15,positive
ECT2,cellproliferation__15,positive
NADHdehydrogenase(ubiquinone)__Perceptron,cellproliferation__15,positive
BRCA1,cellproliferation__15,negative
IGFBP7,cellproliferation__16,negative
NFE2L2__Perceptron,cellproliferation__16,positive
RAD9A,cellproliferation__16,positive
EGFR__Perceptron,cellproliferation__16,positive
BRD4,cellproliferation__16,positive
RasGTPase__Perceptron,cellproliferation__17,positive
IL1B__Perceptron,cellproliferation__17,positive
ERBB2__Perceptron,cellproliferation__17,positive
BUB1B,cellproliferation__17,positive
NOTCH1__Perceptron,cellproliferation__17,positive
PARP1__Perceptron,cellproliferation__2,positive
KLF4,cellproliferation__2,negative
CDK1__Perceptron,cellproliferation__2,positive
ACACA__Perceptron,cellproliferation__2,positive
FASN,cellproliferation__2,positive
ROS__Perceptron,cellproliferation__2,positive
KRAS,cellproliferation__3,positive
acetylcholine__Perceptron,cellproliferation__3,positive
PFKFB3,cellproliferation__3,positive
fumarate,cellproliferation__3,negative
SHMT2,cellproliferation__3,positive
CDK4/6,cellproliferation__3,positive
CDKN2A,cellproliferation__4,negative
acetyl-CoA__Perceptron,cellproliferation__4,positive
PGAM1,cellproliferation__4,positive
LDHA,cellproliferation__4,positive
GAPDH__Perceptron,cellproliferation__4,positive
SLC1A5,cellproliferation__4,positive
PGD,cellproliferation__5,positive
SLC2A1__Perceptron,cellproliferation__5,positive
lysine,cellproliferation__5,positive
ACLY,cellproliferation__5,positive
GlcNAc,cellproliferation__5,positive
CHEK1__Perceptron,cellproliferation__5,positive
MAPK14__Perceptron,cellproliferation__6,positive
phenformin,cellproliferation__6,negative
GLS,cellproliferation__6,positive
CHEK2,cellproliferation__6,negative
ADAM9,cellproliferation__6,positive
SREBF1__Perceptron,cellproliferation__6,positive
SREBF2,cellproliferation__7,positive
choline,cellproliferation__7,positive
PHGDH,cellproliferation__7,positive
MDM2__Perceptron,cellproliferation__7,positive
adenylatekinase__Perceptron,cellproliferation__7,negative
glucosamine,cellproliferation__7,negative
phospholipid__Perceptron,cellproliferation__8,positive
AKT1__Perceptron,cellproliferation__8,positive
CPT1A,cellproliferation__8,positive
metformin,cellproliferation__8,negative
STK11__Perceptron,cellproliferation__8,negative
glucose__Perceptron,cellproliferation__8,positive
Pi,cellproliferation__9,positive
cysteine,cellproliferation__9,positive
TGFB1__Perceptron,cellproliferation__9,positive
glutamine__Perceptron,cellproliferation__9,positive
monocarboxylatetransporter,cellproliferation__9,positive
aldehydedehydrogenase(NAD+),cellproliferation__9,positive
cellproliferation__16,cellproliferation__Perceptron,NaN
cellproliferation__15,cellproliferation__Perceptron,NaN
cellproliferation__14,cellproliferation__Perceptron,NaN
cellproliferation__13,cellproliferation__Perceptron,NaN
cellproliferation__12,cellproliferation__Perceptron,NaN
cellproliferation__11,cellproliferation__Perceptron,NaN
cellproliferation__10,cellproliferation__Perceptron,NaN
cellproliferation__9,cellproliferation__Perceptron,NaN
cellproliferation__17,cellproliferation__Perceptron,NaN
cellproliferation__7,cellproliferation__Perceptron,NaN
cellproliferation__6,cellproliferation__Perceptron,NaN
cellproliferation__5,cellproliferation__Perceptron,NaN
cellproliferation__4,cellproliferation__Perceptron,NaN
cellproliferation__3,cellproliferation__Perceptron,NaN
cellproliferation__2,cellproliferation__Perceptron,NaN
cellproliferation__1,cellproliferation__Perceptron,NaN
cellproliferation__8,cellproliferation__Perceptron,NaN
phosphocholine,choline,positive
hypoxia,choline,positive
ATP__Perceptron,choline,positive
aceticacid__Perceptron,citrate__1,positive
glucose__Perceptron,citrate__1,positive
malate,citrate__1,positive
pyruvate__Perceptron,citrate__1,positive
acetyl-CoA__Perceptron,citrate__2,positive
glutamine__Perceptron,citrate__2,positive
oxaloacetate,citrate__2,positive
citrate__2,citrate__Perceptron,NaN
citrate__1,citrate__Perceptron,NaN
ATP__Perceptron,coenzymeA,positive
cysteine,coenzymeA,positive
NFE2L2__Perceptron,cysteine,positive
ascorbicacid,cytochromecoxidase__1,positive
formicacid,cytochromecoxidase__1,negative
TNF__Perceptron,cytochromecoxidase__1,negative
hypoxia,cytochromecoxidase__1,positive
ROS__Perceptron,cytochromecoxidase__1,negative
ATP__Perceptron,cytochromecoxidase__2,negative
glucose__Perceptron,cytochromecoxidase__2,negative
NFE2L2__Perceptron,cytochromecoxidase__2,positive
succinate__Perceptron,cytochromecoxidase__2,negative
TGFB1__Perceptron,cytochromecoxidase__3,negative
glutamate__Perceptron,cytochromecoxidase__3,negative
D-2-hydroxyglutarate,cytochromecoxidase__3,negative
phospholipid__Perceptron,cytochromecoxidase__3,positive
cytochromecoxidase__3,cytochromecoxidase__Perceptron,NaN
cytochromecoxidase__2,cytochromecoxidase__Perceptron,NaN
cytochromecoxidase__1,cytochromecoxidase__Perceptron,NaN
glucose__Perceptron,formicacid,positive
NAD+__Perceptron,formicacid,negative
pyruvate__Perceptron,formicacid,positive
glucose__Perceptron,fumarate,positive
Pi,glucose__1,negative
LDHA,glucose__1,positive
SLC2A1__Perceptron,glucose__1,positive
dehydroepiandrosterone,glucose__1,negative
monocarboxylatetransporter,glucose__2,positive
PI3K__Perceptron,glucose__2,positive
GlcNAc,glucose__2,positive
glucose__1,glucose__Perceptron,NaN
glucose__2,glucose__Perceptron,NaN
TNF__Perceptron,glutamate__1,positive
lactate__Perceptron,glutamate__1,positive
glutamine__Perceptron,glutamate__1,positive
aspartate,glutamate__1,positive
oxaloacetate,glutamate__1,positive
1-O-Stearoyl-2-acetyl-sn-glyceryl-3-phosphorylcholine__Perceptron,glutamate__1,positive
NADH__Perceptron,glutamate__2,positive
ATP__Perceptron,glutamate__2,positive
glycine,glutamate__2,positive
Pi,glutamate__2,positive
aceticacid__Perceptron,glutamate__2,positive
choline,glutamate__3,positive
PI3K__Perceptron,glutamate__3,positive
ADP,glutamate__3,positive
H+__Perceptron,glutamate__3,positive
NADPH__Perceptron,glutamate__3,positive
proteintyrosinekinase__Perceptron,glutamate__4,positive
NH3__Perceptron,glutamate__4,positive
alpha-ketoglutarate__Perceptron,glutamate__4,positive
hypoxia,glutamate__4,positive
dehydroepiandrosterone,glutamate__4,positive
ornithine,glutamate__5,positive
IFNG__Perceptron,glutamate__5,positive
GLUD1,glutamate__5,positive
ROS__Perceptron,glutamate__5,positive
AMPK__Perceptron,glutamate__5,positive
glutamate__5,glutamate__Perceptron,NaN
glutamate__4,glutamate__Perceptron,NaN
glutamate__1,glutamate__Perceptron,NaN
glutamate__2,glutamate__Perceptron,NaN
glutamate__3,glutamate__Perceptron,NaN
pyruvate__Perceptron,glutamine__1,positive
ornithine,glutamine__1,positive
malate,glutamine__1,positive
cysteine,glutamine__1,positive
aspartate,glutamine__1,positive
aceticacid__Perceptron,glutamine__1,negative
glutamate__Perceptron,glutamine__2,positive
alpha-ketoglutarate__Perceptron,glutamine__2,positive
oxygen__Perceptron,glutamine__2,positive
SLC1A5,glutamine__2,positive
ATP__Perceptron,glutamine__2,positive
NH3__Perceptron,glutamine__2,positive
glutamine__1,glutamine__Perceptron,NaN
glutamine__2,glutamine__Perceptron,NaN
ATP__Perceptron,glycine,positive
TGFB1__Perceptron,histonedeacetylase__1,positive
TP53__Perceptron,histonedeacetylase__1,negative
lactate__Perceptron,histonedeacetylase__1,negative
aceticacid__Perceptron,histonedeacetylase__1,negative
E2F,histonedeacetylase__1,negative
hypoxia,histonedeacetylase__2,positive
ATP__Perceptron,histonedeacetylase__2,positive
pyruvate__Perceptron,histonedeacetylase__2,negative
TNF__Perceptron,histonedeacetylase__2,positive
histonedeacetylase__1,histonedeacetylase__Perceptron,NaN
histonedeacetylase__2,histonedeacetylase__Perceptron,NaN
glucose__Perceptron,isocitrate,negative
PPARG__Perceptron,lactate__1,positive
NH3__Perceptron,lactate__1,positive
H+__Perceptron,lactate__1,positive
CO2__Perceptron,lactate__1,positive
malate,lactate__1,negative
acetylcholine__Perceptron,lactate__1,positive
ADP,lactate__2,positive
MTOR__Perceptron,lactate__2,positive
pyruvate__Perceptron,lactate__2,positive
HIF-1__Perceptron,lactate__2,positive
oxygen__Perceptron,lactate__2,positive
cytochromecoxidase__Perceptron,lactate__2,positive
MYC__Perceptron,lactate__3,positive
AKT1__Perceptron,lactate__3,positive
HK2,lactate__3,positive
EGFR__Perceptron,lactate__3,positive
PFKFB3,lactate__3,positive
RasGTPase__Perceptron,lactate__3,positive
glucose__Perceptron,lactate__4,positive
hypoxia,lactate__4,positive
SLC2A1__Perceptron,lactate__4,positive
Pi,lactate__4,positive
NAD+__Perceptron,lactate__4,positive
alpha-ketoglutarate__Perceptron,lactate__4,positive
PI3K__Perceptron,lactate__5,positive
TGFB1__Perceptron,lactate__5,positive
NADH__Perceptron,lactate__5,positive
glutamate__Perceptron,lactate__5,positive
IL1B__Perceptron,lactate__5,positive
ATP__Perceptron,lactate__5,positive
TNF__Perceptron,lactate__6,positive
citrate__Perceptron,lactate__6,negative
NADPH__Perceptron,lactate__6,positive
IL6__Perceptron,lactate__6,positive
glutamine__Perceptron,lactate__6,positive
PKM,lactate__6,positive
lactate__1,lactate__Perceptron,NaN
lactate__2,lactate__Perceptron,NaN
lactate__3,lactate__Perceptron,NaN
lactate__4,lactate__Perceptron,NaN
lactate__5,lactate__Perceptron,NaN
lactate__6,lactate__Perceptron,NaN
aspartate,lysine,positive
NADPH__Perceptron,lysine,positive
succinate__Perceptron,malate,positive
oxaloacetate,malate,positive
pyruvate__Perceptron,malate,positive
glutamate__Perceptron,malate,positive
NADH__Perceptron,malate,positive
CO2__Perceptron,malate,positive
fumarate,malatedehydrogenase(oxaloacetate-decarboxylating),positive
acetyl-CoA__Perceptron,malatedehydrogenase(oxaloacetate-decarboxylating)(NADP+),negative
ATP__Perceptron,malatedehydrogenase(oxaloacetate-decarboxylating)(NADP+),negative
fumarate,malatedehydrogenase(oxaloacetate-decarboxylating)(NADP+),positive
SREBF1__Perceptron,malatedehydrogenase(oxaloacetate-decarboxylating)(NADP+),positive
MAPK14__Perceptron,mitoticspindlecheckpoint__1,positive
BRCA1,mitoticspindlecheckpoint__1,positive
CDK1__Perceptron,mitoticspindlecheckpoint__1,positive
AURKA,mitoticspindlecheckpoint__1,negative
BUB1B,mitoticspindlecheckpoint__2,positive
CHEK2,mitoticspindlecheckpoint__2,positive
MYC__Perceptron,mitoticspindlecheckpoint__2,negative
AURKB,mitoticspindlecheckpoint__2,positive
mitoticspindlecheckpoint__1,mitoticspindlecheckpoint__Perceptron,NaN
mitoticspindlecheckpoint__2,mitoticspindlecheckpoint__Perceptron,NaN
lactate__Perceptron,monocarboxylatetransporter,negative
AKT1__Perceptron,non-smallcelllungcancer__1,negative
TNF__Perceptron,non-smallcelllungcancer__1,positive
PPARG__Perceptron,non-smallcelllungcancer__1,negative
IL6__Perceptron,non-smallcelllungcancer__1,positive
MYC__Perceptron,non-smallcelllungcancer__1,positive
phenformin,non-smallcelllungcancer__2,positive
proteintyrosinekinase__Perceptron,non-smallcelllungcancer__2,negative
KRAS,non-smallcelllungcancer__2,positive
CDKN2A,non-smallcelllungcancer__2,negative
PI3K__Perceptron,non-smallcelllungcancer__3,positive
H+__Perceptron,non-smallcelllungcancer__3,negative
TGFB1__Perceptron,non-smallcelllungcancer__3,positive
metformin,non-smallcelllungcancer__3,negative
non-smallcelllungcancer__1,non-smallcelllungcancer__Perceptron,NaN
non-smallcelllungcancer__2,non-smallcelllungcancer__Perceptron,NaN
non-smallcelllungcancer__3,non-smallcelllungcancer__Perceptron,NaN
glutamate__Perceptron,ornithine,positive
NADPH__Perceptron,ornithine,positive
pyruvate__Perceptron,oxaloacetate,positive
citrate__Perceptron,oxaloacetate,positive
aspartate,oxaloacetate,positive
ADP,oxygen__1,positive
TNF__Perceptron,oxygen__1,positive
CO2__Perceptron,oxygen__1,positive
IFNG__Perceptron,oxygen__1,positive
NADH__Perceptron,oxygen__1,positive
ROS__Perceptron,oxygen__1,positive
ATP__Perceptron,oxygen__2,positive
glucose__Perceptron,oxygen__2,positive
IL1B__Perceptron,oxygen__2,positive
succinate__Perceptron,oxygen__2,positive
NADPH__Perceptron,oxygen__2,positive
succinatedehydrogenase(ubiquinone)__Perceptron,oxygen__3,negative
BCL2__Perceptron,oxygen__3,positive
lactate__Perceptron,oxygen__3,positive
HIF-1__Perceptron,oxygen__3,positive
Pi,oxygen__3,positive
oxygen__3,oxygen__Perceptron,NaN
oxygen__1,oxygen__Perceptron,NaN
oxygen__2,oxygen__Perceptron,NaN
choline,phosphocholine,positive
TNF__Perceptron,phosphocholine,positive
ATP__Perceptron,phosphocholine,positive
1-O-Stearoyl-2-acetyl-sn-glyceryl-3-phosphorylcholine__Perceptron,phospholipid__1,negative
ATP__Perceptron,phospholipid__1,positive
hypoxia,phospholipid__1,negative
SREBF1__Perceptron,phospholipid__1,positive
acetylcholine__Perceptron,phospholipid__2,positive
choline,phospholipid__2,positive
Pi,phospholipid__2,positive
phospholipid__2,phospholipid__Perceptron,NaN
phospholipid__1,phospholipid__Perceptron,NaN
1-O-Stearoyl-2-acetyl-sn-glyceryl-3-phosphorylcholine__Perceptron,proteintyrosinekinase__1,positive
ROS__Perceptron,proteintyrosinekinase__1,positive
glucose__Perceptron,proteintyrosinekinase__1,negative
Pi,proteintyrosinekinase__1,negative
IL1B__Perceptron,proteintyrosinekinase__1,positive
TGFB1__Perceptron,proteintyrosinekinase__2,positive
PRKCD__Perceptron,proteintyrosinekinase__2,positive
IL6__Perceptron,proteintyrosinekinase__2,positive
IFNARligand,proteintyrosinekinase__2,positive
ABL1__Perceptron,proteintyrosinekinase__2,positive
metformin,proteintyrosinekinase__3,positive
IFNG__Perceptron,proteintyrosinekinase__3,positive
receptorprotein-tyrosinekinase__Perceptron,proteintyrosinekinase__3,positive
CHEK1__Perceptron,proteintyrosinekinase__3,positive
TNF__Perceptron,proteintyrosinekinase__3,positive
proteintyrosinekinase__3,proteintyrosinekinase__Perceptron,NaN
proteintyrosinekinase__2,proteintyrosinekinase__Perceptron,NaN
proteintyrosinekinase__1,proteintyrosinekinase__Perceptron,NaN
ADP,pyruvate__1,positive
oxaloacetate,pyruvate__1,positive
coenzymeA,pyruvate__1,negative
malate,pyruvate__1,positive
glutamate__Perceptron,pyruvate__1,positive
NAD+__Perceptron,pyruvate__2,positive
HIF-1__Perceptron,pyruvate__2,negative
alpha-ketoglutarate__Perceptron,pyruvate__2,positive
GAPDH__Perceptron,pyruvate__2,positive
lactate__Perceptron,pyruvate__3,positive
ATP__Perceptron,pyruvate__3,positive
NADH__Perceptron,pyruvate__3,positive
glucose__Perceptron,pyruvate__3,positive
pyruvate__1,pyruvate__Perceptron,NaN
pyruvate__2,pyruvate__Perceptron,NaN
pyruvate__3,pyruvate__Perceptron,NaN
ROS__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__1,negative
NH3__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__1,negative
IL6__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__1,negative
citrate__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__1,negative
acetyl-CoA__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__1,negative
coenzymeA,pyruvatedehydrogenase(acetyl-transferring)__2,negative
AMPK__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__2,positive
NAD+__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__2,negative
oxygen__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__2,positive
TNF__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__2,negative
HIF-1__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__3,negative
NADH__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__3,negative
pyruvate__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__3,positive
ATP__Perceptron,pyruvatedehydrogenase(acetyl-transferring)__3,negative
pyruvatedehydrogenase(acetyl-transferring)__3,pyruvatedehydrogenase(acetyl-transferring)__Perceptron,NaN
pyruvatedehydrogenase(acetyl-transferring)__2,pyruvatedehydrogenase(acetyl-transferring)__Perceptron,NaN
pyruvatedehydrogenase(acetyl-transferring)__1,pyruvatedehydrogenase(acetyl-transferring)__Perceptron,NaN
ATP__Perceptron,receptorprotein-tyrosinekinase__1,negative
ERBB2__Perceptron,receptorprotein-tyrosinekinase__1,positive
KRAS,receptorprotein-tyrosinekinase__1,positive
proteintyrosinekinase__Perceptron,receptorprotein-tyrosinekinase__1,positive
TGFB1__Perceptron,receptorprotein-tyrosinekinase__1,positive
TORC1__Perceptron,receptorprotein-tyrosinekinase__1,negative
EGFR__Perceptron,receptorprotein-tyrosinekinase__2,positive
hypoxia,receptorprotein-tyrosinekinase__2,positive
MTOR__Perceptron,receptorprotein-tyrosinekinase__2,negative
ROS__Perceptron,receptorprotein-tyrosinekinase__2,positive
TNF__Perceptron,receptorprotein-tyrosinekinase__2,positive
TP53__Perceptron,receptorprotein-tyrosinekinase__2,negative
receptorprotein-tyrosinekinase__2,receptorprotein-tyrosinekinase__Perceptron,NaN
receptorprotein-tyrosinekinase__1,receptorprotein-tyrosinekinase__Perceptron,NaN
PPi,ribonucleoside-diphosphatereductase,negative
ROS__Perceptron,ribonucleoside-diphosphatereductase,negative
TYMS,ribonucleoside-diphosphatereductase,negative
glucose__Perceptron,ribose5-phosphate,positive
Pi,ribose5-phosphate,positive
alpha-ketoglutarate__Perceptron,succinate__1,positive
oxygen__Perceptron,succinate__1,positive
fumarate,succinate__1,positive
NAD+__Perceptron,succinate__1,positive
glutamine__Perceptron,succinate__1,positive
pyruvate__Perceptron,succinate__2,positive
NADH__Perceptron,succinate__2,positive
hypoxia,succinate__2,positive
glucose__Perceptron,succinate__2,positive
ATP__Perceptron,succinate__2,positive
malate,succinate__3,positive
glutamate__Perceptron,succinate__3,positive
oxaloacetate,succinate__3,positive
CO2__Perceptron,succinate__3,positive
succinate__1,succinate__Perceptron,NaN
succinate__2,succinate__Perceptron,NaN
succinate__3,succinate__Perceptron,NaN
TNF__Perceptron,succinatedehydrogenase(ubiquinone)__1,positive
ROS__Perceptron,succinatedehydrogenase(ubiquinone)__1,negative
oxygen__Perceptron,succinatedehydrogenase(ubiquinone)__1,negative
dehydroepiandrosterone,succinatedehydrogenase(ubiquinone)__1,positive
ADP,succinatedehydrogenase(ubiquinone)__1,positive
NADHdehydrogenase(ubiquinone)__Perceptron,succinatedehydrogenase(ubiquinone)__2,negative
phospholipid__Perceptron,succinatedehydrogenase(ubiquinone)__2,positive
ATP__Perceptron,succinatedehydrogenase(ubiquinone)__2,positive
succinate__Perceptron,succinatedehydrogenase(ubiquinone)__2,positive
oxaloacetate,succinatedehydrogenase(ubiquinone)__3,negative
citrate__Perceptron,succinatedehydrogenase(ubiquinone)__3,negative
pyruvate__Perceptron,succinatedehydrogenase(ubiquinone)__3,positive
TGFB1__Perceptron,succinatedehydrogenase(ubiquinone)__3,positive
succinatedehydrogenase(ubiquinone)__1,succinatedehydrogenase(ubiquinone)__Perceptron,NaN
succinatedehydrogenase(ubiquinone)__2,succinatedehydrogenase(ubiquinone)__Perceptron,NaN
succinatedehydrogenase(ubiquinone)__3,succinatedehydrogenase(ubiquinone)__Perceptron,NaN
ROS__Perceptron,ubiquinol-cytochromecreductase,negative
hypoxia,ubiquinol-cytochromecreductase,positive
succinate__Perceptron,ubiquinol-cytochromecreductase,negative
ascorbicacid,ubiquinol-cytochromecreductase,negative
H+-transportingtwo-sectorATPase__Perceptron,ubiquinol-cytochromecreductase,negative
TNF__Perceptron,ubiquinol-cytochromecreductase,negative
